"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Belgium","From chemical heat – Autoproducer – CHP plants","2017","Kilowatt-hours, million","304",""
"Belgium","From chemical heat – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","212",""
"Belgium","From other sources – Autoproducer","2017","Kilowatt-hours, million","2",""
"Belgium","From other sources – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","2",""
"Belgium","Solar – Autoproducer","2017","Kilowatt-hours, million","3283",""
"Belgium","Solar photovoltaic – Autoproducer","2017","Kilowatt-hours, million","3283",""
"Belgium","Wind – Autoproducer","2017","Kilowatt-hours, million","38",""
"Belgium","Electricity - net production","2017","Kilowatt-hours, million","82949",""
"Belgium","Electricity - imports","2017","Kilowatt-hours, million","14189",""
"Belgium","Electricity - exports","2017","Kilowatt-hours, million","8168",""
"Belgium","Electricity - Energy industries own use","2017","Kilowatt-hours, million","1657",""
"Belgium","Electricity - Own use by oil refineries","2017","Kilowatt-hours, million","1584",""
"Belgium","Electricity - Own use by pump-storage plants","2017","Kilowatt-hours, million","1485",""
"Belgium","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","3659",""
"Belgium","Electricity - Other energy industry own use","2017","Kilowatt-hours, million","73",""
"Belgium","Electricity - Losses","2017","Kilowatt-hours, million","3711",""
"Belgium","Electricity - Final energy consumption","2017","Kilowatt-hours, million","81920",""
"Belgium","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","38998",""
"Belgium","Electricity - Consumption by iron and steel","2017","Kilowatt-hours, million","4459",""
"Belgium","Electricity - Consumption by chemical and petrochemical","2017","Kilowatt-hours, million","14188",""
"Belgium","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","20351",""
"Belgium","Electricity - Consumption by non-ferrous metals","2017","Kilowatt-hours, million","2070",""
"Belgium","Electricity - Consumption by non-metallic minerals","2017","Kilowatt-hours, million","2804",""
"Belgium","Electricity - Consumption by transport equipment","2017","Kilowatt-hours, million","926",""
"Belgium","Electricity - Consumption by machinery","2017","Kilowatt-hours, million","1769",""
"Belgium","Electricity - Consumption by mining and quarrying","2017","Kilowatt-hours, million","452",""
"Belgium","Electricity - Consumption by food and tobacco","2017","Kilowatt-hours, million","5627",""
"Belgium","Electricity - Consumption by paper, pulp and print","2017","Kilowatt-hours, million","2583",""
"Belgium","Electricity - Consumption by wood and wood products","2017","Kilowatt-hours, million","365",""
"Belgium","Electricity - Consumption by construction","2017","Kilowatt-hours, million","822",""
"Belgium","Electricity - Consumption by textile and leather","2017","Kilowatt-hours, million","1039",""
"Belgium","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","1894",""
"Belgium","Electricity - Consumption by transport","2017","Kilowatt-hours, million","1661",""
"Belgium","Electricity - Consumption by road","2017","Kilowatt-hours, million","39",""
"Belgium","Electricity - Consumption by rail","2017","Kilowatt-hours, million","1563",""
"Belgium","Electricity - Consumption by pipeline transport","2017","Kilowatt-hours, million","59",""
"Belgium","Electricity - Consumption by other","2017","Kilowatt-hours, million","41261",""
"Belgium","Electricity - Consumption by households","2017","Kilowatt-hours, million","18097",""
"Belgium","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","1603",""
"Belgium","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","21561",""
"Belgium","Electricity - total production, main activity","2017","Kilowatt-hours, million","75167",""
"Belgium","Electricity - Gross demand","2017","Kilowatt-hours, million","87485",""
"Belgium","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","11441",""
"Belize","Electricity - Gross production","2017","Kilowatt-hours, million","555.58","1"
"Belize","From combustible fuels – Main activity","2017","Kilowatt-hours, million","32","1"
"Belize","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","32","1"
"Belize","Hydro – Main activity","2017","Kilowatt-hours, million","270.58",""
"Belize","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","253","1"
"Belize","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","253","1"
"Belize","Electricity - net production","2017","Kilowatt-hours, million","500","1"
"Belize","Electricity - imports","2017","Kilowatt-hours, million","230.14",""
"Belize","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","55.58","1"
"Belize","Electricity - Losses","2017","Kilowatt-hours, million","104.61",""
"Belize","Electricity - Final energy consumption","2017","Kilowatt-hours, million","626.33","1"
"Belize","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","172.36",""
"Belize","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","172.36",""
"Belize","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","172.36",""
"Belize","Electricity - Consumption by other","2017","Kilowatt-hours, million","453.97","1"
"Belize","Electricity - Consumption by households","2017","Kilowatt-hours, million","267.9","1"
"Belize","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","16.07",""
"Belize","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","170","1"
"Belize","Electricity - total production, main activity","2017","Kilowatt-hours, million","302.58",""
"Belize","Electricity - Gross demand","2017","Kilowatt-hours, million","730.14","1"
"Belize","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","253","1"
"Benin","Electricity - Gross production","2017","Kilowatt-hours, million","331",""
"Benin","From combustible fuels – Main activity","2017","Kilowatt-hours, million","227",""
"Benin","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","227",""
"Benin","Hydro – Main activity","2017","Kilowatt-hours, million","1",""
"Benin","Solar – Main activity","2017","Kilowatt-hours, million","5",""
"Benin","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","5",""
"Benin","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","98",""
"Benin","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","98",""
"Benin","Electricity - net production","2017","Kilowatt-hours, million","331",""
"Benin","Electricity - imports","2017","Kilowatt-hours, million","1111",""
"Benin","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","0",""
"Benin","Electricity - Losses","2017","Kilowatt-hours, million","297",""
"Benin","Electricity - Final energy consumption","2017","Kilowatt-hours, million","1139",""
"Benin","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","256",""
"Benin","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","256",""
"Benin","Electricity - Consumption by non-metallic minerals","2017","Kilowatt-hours, million","140",""
"Benin","Electricity - Consumption by food and tobacco","2017","Kilowatt-hours, million","20",""
"Benin","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","96",""
"Benin","Electricity - Consumption by other","2017","Kilowatt-hours, million","883",""
"Benin","Electricity - Consumption by households","2017","Kilowatt-hours, million","376",""
"Benin","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","12",""
"Benin","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","495",""
"Benin","Electricity - total production, main activity","2017","Kilowatt-hours, million","233",""
"Benin","Electricity - Gross demand","2017","Kilowatt-hours, million","1442",""
"Benin","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","98",""
"Bermuda","Electricity - Gross production","2017","Kilowatt-hours, million","673.2",""
"Bermuda","From combustible fuels – Main activity","2017","Kilowatt-hours, million","662.2",""
"Bermuda","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","662.2",""
"Bermuda","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","11","1"
"Bermuda","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","11","1"
"Bermuda","Electricity - net production","2017","Kilowatt-hours, million","629.2","1"
"Bermuda","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","44",""
"Bermuda","Electricity - Losses","2017","Kilowatt-hours, million","44.7","1"
"Bermuda","Electricity - Final energy consumption","2017","Kilowatt-hours, million","584.5",""
"Bermuda","Electricity - Consumption by other","2017","Kilowatt-hours, million","584.5",""
"Bermuda","Electricity - Consumption by households","2017","Kilowatt-hours, million","245.1",""
"Bermuda","Electricity - Consumption not elsewhere specified (other)","2017","Kilowatt-hours, million","54.5",""
"Bermuda","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","284.9",""
"Bermuda","Electricity - total production, main activity","2017","Kilowatt-hours, million","662.2",""
"Bermuda","Electricity - Gross demand","2017","Kilowatt-hours, million","629.2","1"
"Bermuda","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","11","1"
"Bhutan","Electricity - Gross production","2017","Kilowatt-hours, million","7729.77",""
"Bhutan","From combustible fuels – Main activity","2017","Kilowatt-hours, million","0.27",""
"Bhutan","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","0.27",""
"Bhutan","Hydro – Main activity","2017","Kilowatt-hours, million","7728.39",""
"Bhutan","Wind – Main activity","2017","Kilowatt-hours, million","1.11",""
"Bhutan","Electricity - net production","2017","Kilowatt-hours, million","7729.57","1"
"Bhutan","Electricity - imports","2017","Kilowatt-hours, million","91.92",""
"Bhutan","Electricity - exports","2017","Kilowatt-hours, million","5700.99",""
"Bhutan","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","0.200000000000728",""
"Bhutan","Electricity - Losses","2017","Kilowatt-hours, million","57.96",""
"Bhutan","Electricity - Final energy consumption","2017","Kilowatt-hours, million","2185.748",""
"Bhutan","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","1598.509",""
"Bhutan","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","1598.509",""
"Bhutan","Electricity - Consumption by other","2017","Kilowatt-hours, million","587.239",""
"Bhutan","Electricity - Consumption by households","2017","Kilowatt-hours, million","241.88",""
"Bhutan","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","2.275",""
"Bhutan","Electricity - Consumption not elsewhere specified (other)","2017","Kilowatt-hours, million","273.802",""
"Bhutan","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","69.282",""
"Bhutan","Electricity - total production, main activity","2017","Kilowatt-hours, million","7729.77",""
"Bhutan","Electricity - Gross demand","2017","Kilowatt-hours, million","2120.5","1"
"Bolivia (Plur. State of)","Electricity - Gross production","2017","Kilowatt-hours, million","9964",""
"Bolivia (Plur. State of)","From combustible fuels – Main activity","2017","Kilowatt-hours, million","7401",""
"Bolivia (Plur. State of)","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","7401",""
"Bolivia (Plur. State of)","Hydro – Main activity","2017","Kilowatt-hours, million","2234",""
"Bolivia (Plur. State of)","Wind – Main activity","2017","Kilowatt-hours, million","60",""
"Bolivia (Plur. State of)","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","258",""
"Bolivia (Plur. State of)","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","258",""
"Bolivia (Plur. State of)","Solar – Autoproducer","2017","Kilowatt-hours, million","11",""
"Bolivia (Plur. State of)","Solar photovoltaic – Autoproducer","2017","Kilowatt-hours, million","11",""
"Bolivia (Plur. State of)","Electricity - net production","2017","Kilowatt-hours, million","9782",""
"Bolivia (Plur. State of)","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","182",""
"Bolivia (Plur. State of)","Electricity - Losses","2017","Kilowatt-hours, million","1194",""
"Bolivia (Plur. State of)","Electricity - Final energy consumption","2017","Kilowatt-hours, million","8361",""
"Bolivia (Plur. State of)","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","2152",""
"Bolivia (Plur. State of)","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","2152",""
"Bolivia (Plur. State of)","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","2152",""
"Bolivia (Plur. State of)","Electricity - Consumption by other","2017","Kilowatt-hours, million","6209",""
"Bolivia (Plur. State of)","Electricity - Consumption by households","2017","Kilowatt-hours, million","3226",""
"Bolivia (Plur. State of)","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","902",""
"Bolivia (Plur. State of)","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","2081",""
"Bolivia (Plur. State of)","Electricity - total production, main activity","2017","Kilowatt-hours, million","9695",""
"Bolivia (Plur. State of)","Electricity - Gross demand","2017","Kilowatt-hours, million","9782",""
"Bolivia (Plur. State of)","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","269",""
"Bonaire, St Eustatius, Saba","Electricity - Gross production","2017","Kilowatt-hours, million","141.6",""
"Bonaire, St Eustatius, Saba","From combustible fuels – Main activity","2017","Kilowatt-hours, million","101.3",""
"Bonaire, St Eustatius, Saba","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","101.3",""
"Bonaire, St Eustatius, Saba","Solar – Main activity","2017","Kilowatt-hours, million","5","1"
"Bonaire, St Eustatius, Saba","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","5","1"
"Bonaire, St Eustatius, Saba","Wind – Main activity","2017","Kilowatt-hours, million","35.3",""
"Bonaire, St Eustatius, Saba","Electricity - net production","2017","Kilowatt-hours, million","124.6","1"
"Bonaire, St Eustatius, Saba","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","17",""
"Bonaire, St Eustatius, Saba","Electricity - Losses","2017","Kilowatt-hours, million","21","1"
"Bonaire, St Eustatius, Saba","Electricity - Final energy consumption","2017","Kilowatt-hours, million","103.6","1"
"Bonaire, St Eustatius, Saba","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","53","1"
"Bonaire, St Eustatius, Saba","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","53","1"
"Bonaire, St Eustatius, Saba","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","53","1"
"Bonaire, St Eustatius, Saba","Electricity - Consumption by other","2017","Kilowatt-hours, million","50.6","1"
"Bonaire, St Eustatius, Saba","Electricity - Consumption not elsewhere specified (other)","2017","Kilowatt-hours, million","50.6","1"
"Bonaire, St Eustatius, Saba","Electricity - total production, main activity","2017","Kilowatt-hours, million","141.6",""
"Bonaire, St Eustatius, Saba","Electricity - Gross demand","2017","Kilowatt-hours, million","124.6","1"
"Bosnia and Herzegovina","Electricity - Gross production","2017","Kilowatt-hours, million","16439",""
"Bosnia and Herzegovina","From combustible fuels – Main activity","2017","Kilowatt-hours, million","11990",""
"Bosnia and Herzegovina","From combustible fuels – Main activity – CHP plants","2017","Kilowatt-hours, million","229",""
"Bosnia and Herzegovina","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","11761",""
"Bosnia and Herzegovina","Hydro – Main activity","2017","Kilowatt-hours, million","3987",""
"Bosnia and Herzegovina","Solar – Main activity","2017","Kilowatt-hours, million","21",""
"Bosnia and Herzegovina","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","441",""
"Bosnia and Herzegovina","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","441",""
"Bosnia and Herzegovina","Electricity - net production","2017","Kilowatt-hours, million","15239",""
"Bosnia and Herzegovina","Electricity - imports","2017","Kilowatt-hours, million","3346",""
"Bosnia and Herzegovina","Electricity - exports","2017","Kilowatt-hours, million","5187",""
"Bosnia and Herzegovina","Electricity - Energy industries own use","2017","Kilowatt-hours, million","374",""
"Bosnia and Herzegovina","Electricity - Own use by coal mines","2017","Kilowatt-hours, million","219",""
"Bosnia and Herzegovina","Electricity - Own use by coke ovens","2017","Kilowatt-hours, million","41",""
"Bosnia and Herzegovina","Electricity - Own use by oil refineries","2017","Kilowatt-hours, million","84",""
"Bosnia and Herzegovina","Electricity - Own use by pump-storage plants","2017","Kilowatt-hours, million","266",""
"Bosnia and Herzegovina","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","1200",""
"Bosnia and Herzegovina","Electricity - Other energy industry own use","2017","Kilowatt-hours, million","30",""
"Bosnia and Herzegovina","Electricity - Losses","2017","Kilowatt-hours, million","1347",""
"Bosnia and Herzegovina","Electricity - Final energy consumption","2017","Kilowatt-hours, million","11398",""
"Bosnia and Herzegovina","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","4344",""
"Bosnia and Herzegovina","Electricity - Consumption by iron and steel","2017","Kilowatt-hours, million","820",""
"Bosnia and Herzegovina","Electricity - Consumption by chemical and petrochemical","2017","Kilowatt-hours, million","136",""
"Bosnia and Herzegovina","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","3388",""
"Bosnia and Herzegovina","Electricity - Consumption by non-ferrous metals","2017","Kilowatt-hours, million","1728",""
"Bosnia and Herzegovina","Electricity - Consumption by non-metallic minerals","2017","Kilowatt-hours, million","168",""
"Bosnia and Herzegovina","Electricity - Consumption by transport equipment","2017","Kilowatt-hours, million","53",""
"Bosnia and Herzegovina","Electricity - Consumption by machinery","2017","Kilowatt-hours, million","290",""
"Bosnia and Herzegovina","Electricity - Consumption by mining and quarrying","2017","Kilowatt-hours, million","92",""
"Bosnia and Herzegovina","Electricity - Consumption by food and tobacco","2017","Kilowatt-hours, million","264",""
"Bosnia and Herzegovina","Electricity - Consumption by paper, pulp and print","2017","Kilowatt-hours, million","229",""
"Bosnia and Herzegovina","Electricity - Consumption by wood and wood products","2017","Kilowatt-hours, million","179",""
"Bosnia and Herzegovina","Electricity - Consumption by construction","2017","Kilowatt-hours, million","63",""
"Bosnia and Herzegovina","Electricity - Consumption by textile and leather","2017","Kilowatt-hours, million","174",""
"Bosnia and Herzegovina","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","148",""
"Bosnia and Herzegovina","Electricity - Consumption by transport","2017","Kilowatt-hours, million","76",""
"Bosnia and Herzegovina","Electricity - Consumption by rail","2017","Kilowatt-hours, million","76",""
"Bosnia and Herzegovina","Electricity - Consumption by other","2017","Kilowatt-hours, million","6978",""
"Bosnia and Herzegovina","Electricity - Consumption by households","2017","Kilowatt-hours, million","4756",""
"Bosnia and Herzegovina","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","48",""
"Bosnia and Herzegovina","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","2174",""
"Bosnia and Herzegovina","Electricity - total production, main activity","2017","Kilowatt-hours, million","15998",""
"Bosnia and Herzegovina","Electricity - Gross demand","2017","Kilowatt-hours, million","13132",""
"Bosnia and Herzegovina","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","441",""
"Botswana","Electricity - Gross production","2017","Kilowatt-hours, million","3022",""
"Botswana","From combustible fuels – Main activity","2017","Kilowatt-hours, million","3020",""
"Botswana","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","3020",""
"Botswana","Solar – Main activity","2017","Kilowatt-hours, million","2",""
"Botswana","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","2",""
"Botswana","Electricity - net production","2017","Kilowatt-hours, million","2582",""
"Botswana","Electricity - imports","2017","Kilowatt-hours, million","1288",""
"Botswana","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","440",""
"Botswana","Electricity - Losses","2017","Kilowatt-hours, million","576",""
"Botswana","Electricity - Final energy consumption","2017","Kilowatt-hours, million","3280",""
"Botswana","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","1090",""
"Botswana","Electricity - Consumption by iron and steel","2017","Kilowatt-hours, million","16",""
"Botswana","Electricity - Consumption by chemical and petrochemical","2017","Kilowatt-hours, million","22",""
"Botswana","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","1052",""
"Botswana","Electricity - Consumption by non-ferrous metals","2017","Kilowatt-hours, million","22",""
"Botswana","Electricity - Consumption by non-metallic minerals","2017","Kilowatt-hours, million","19",""
"Botswana","Electricity - Consumption by mining and quarrying","2017","Kilowatt-hours, million","837",""
"Botswana","Electricity - Consumption by food and tobacco","2017","Kilowatt-hours, million","89",""
"Botswana","Electricity - Consumption by paper, pulp and print","2017","Kilowatt-hours, million","8",""
"Botswana","Electricity - Consumption by wood and wood products","2017","Kilowatt-hours, million","8",""
"Botswana","Electricity - Consumption by construction","2017","Kilowatt-hours, million","6",""
"Botswana","Electricity - Consumption by textile and leather","2017","Kilowatt-hours, million","26",""
"Botswana","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","37",""
"Botswana","Electricity - Consumption by other","2017","Kilowatt-hours, million","2190",""
"Botswana","Electricity - Consumption by households","2017","Kilowatt-hours, million","1022",""
"Botswana","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","187",""
"Botswana","Electricity - Consumption not elsewhere specified (other)","2017","Kilowatt-hours, million","127",""
"Botswana","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","854",""
"Botswana","Electricity - total production, main activity","2017","Kilowatt-hours, million","3022",""
"Botswana","Electricity - Gross demand","2017","Kilowatt-hours, million","3870",""
"Brazil","Electricity - Gross production","2017","Kilowatt-hours, million","589327",""
"Brazil","From combustible fuels – Main activity","2017","Kilowatt-hours, million","80093",""
"Brazil","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","80093",""
"Brazil","Hydro – Main activity","2017","Kilowatt-hours, million","352313",""
"Brazil","Nuclear – Main activity","2017","Kilowatt-hours, million","15739",""
"Brazil","Nuclear – Main activity – Electricity plants","2017","Kilowatt-hours, million","15739",""
"Brazil","Solar – Main activity","2017","Kilowatt-hours, million","650",""
"Brazil","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","650",""
"Brazil","Wind – Main activity","2017","Kilowatt-hours, million","42352",""
"Brazil","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","79569",""
"Brazil","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","79569",""
"Brazil","Hydro – Autoproducer","2017","Kilowatt-hours, million","18593",""
"Brazil","Solar – Autoproducer","2017","Kilowatt-hours, million","16",""
"Brazil","Solar photovoltaic – Autoproducer","2017","Kilowatt-hours, million","16",""
"Brazil","Wind – Autoproducer","2017","Kilowatt-hours, million","2",""
"Brazil","Electricity - net production","2017","Kilowatt-hours, million","581561",""
"Brazil","Electricity - imports","2017","Kilowatt-hours, million","36511",""
"Brazil","Electricity - exports","2017","Kilowatt-hours, million","156",""
"Brazil","Electricity - Energy industries own use","2017","Kilowatt-hours, million","21875",""
"Brazil","Electricity - Own use by oil and gas extraction","2017","Kilowatt-hours, million","10390",""
"Brazil","Electricity - Own use by oil refineries","2017","Kilowatt-hours, million","4123",""
"Brazil","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","7766",""
"Brazil","Electricity - Other energy industry own use","2017","Kilowatt-hours, million","7362",""
"Brazil","Electricity - Losses","2017","Kilowatt-hours, million","98083",""
"Brazil","Electricity - Final energy consumption","2017","Kilowatt-hours, million","497956",""
"Brazil","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","199682",""
"Brazil","Electricity - Consumption by iron and steel","2017","Kilowatt-hours, million","24973",""
"Brazil","Electricity - Consumption by chemical and petrochemical","2017","Kilowatt-hours, million","22152",""
"Brazil","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","152557",""
"Brazil","Electricity - Consumption by non-ferrous metals","2017","Kilowatt-hours, million","27292",""
"Brazil","Electricity - Consumption by non-metallic minerals","2017","Kilowatt-hours, million","12497",""
"Brazil","Electricity - Consumption by mining and quarrying","2017","Kilowatt-hours, million","9748",""
"Brazil","Electricity - Consumption by food and tobacco","2017","Kilowatt-hours, million","27483",""
"Brazil","Electricity - Consumption by paper, pulp and print","2017","Kilowatt-hours, million","23243",""
"Brazil","Electricity - Consumption by textile and leather","2017","Kilowatt-hours, million","6514",""
"Brazil","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","45780",""
"Brazil","Electricity - Consumption by transport","2017","Kilowatt-hours, million","2055",""
"Brazil","Electricity - Consumption by rail","2017","Kilowatt-hours, million","2055",""
"Brazil","Electricity - Consumption by other","2017","Kilowatt-hours, million","296219",""
"Brazil","Electricity - Consumption by households","2017","Kilowatt-hours, million","133976",""
"Brazil","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","28736",""
"Brazil","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","133507",""
"Brazil","Electricity - total production, main activity","2017","Kilowatt-hours, million","491147",""
"Brazil","Electricity - Gross demand","2017","Kilowatt-hours, million","617916",""
"Brazil","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","98180",""
"British Virgin Islands","Electricity - Gross production","2017","Kilowatt-hours, million","148.6","1"
"British Virgin Islands","From combustible fuels – Main activity","2017","Kilowatt-hours, million","147.5","1"
"British Virgin Islands","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","147.5","1"
"British Virgin Islands","Solar – Main activity","2017","Kilowatt-hours, million","0.4","1"
"British Virgin Islands","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","0.4","1"
"British Virgin Islands","Wind – Main activity","2017","Kilowatt-hours, million","0.7","1"
"British Virgin Islands","Electricity - net production","2017","Kilowatt-hours, million","143.2","1"
"British Virgin Islands","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","5.4","1"
"British Virgin Islands","Electricity - Losses","2017","Kilowatt-hours, million","19","1"
"British Virgin Islands","Electricity - Final energy consumption","2017","Kilowatt-hours, million","124.2","1"
"British Virgin Islands","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","7.1","1"
"British Virgin Islands","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","7.1","1"
"British Virgin Islands","Electricity - Consumption by other","2017","Kilowatt-hours, million","117.1","1"
"British Virgin Islands","Electricity - Consumption by households","2017","Kilowatt-hours, million","37.1","1"
"British Virgin Islands","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","80","1"
"British Virgin Islands","Electricity - total production, main activity","2017","Kilowatt-hours, million","148.6","1"
"British Virgin Islands","Electricity - Gross demand","2017","Kilowatt-hours, million","143.2","1"
"Brunei Darussalam","Electricity - Gross production","2017","Kilowatt-hours, million","4158",""
"Brunei Darussalam","From combustible fuels – Main activity","2017","Kilowatt-hours, million","3723",""
"Brunei Darussalam","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","3723",""
"Brunei Darussalam","Solar – Main activity","2017","Kilowatt-hours, million","2",""
"Brunei Darussalam","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","2",""
"Brunei Darussalam","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","433",""
"Brunei Darussalam","From combustible fuels – Autoproducer – CHP plants","2017","Kilowatt-hours, million","433",""
"Brunei Darussalam","Electricity - net production","2017","Kilowatt-hours, million","4021",""
"Brunei Darussalam","Electricity - Energy industries own use","2017","Kilowatt-hours, million","426",""
"Brunei Darussalam","Electricity - Own use by oil and gas extraction","2017","Kilowatt-hours, million","79",""
"Brunei Darussalam","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","137",""
"Brunei Darussalam","Electricity - Own use by gas-to-liquid (GTL) plants","2017","Kilowatt-hours, million","26",""
"Brunei Darussalam","Electricity - Own use by LNG/regasification plants","2017","Kilowatt-hours, million","321",""
"Brunei Darussalam","Electricity - Losses","2017","Kilowatt-hours, million","481",""
