"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Afghanistan","Electricity - Gross production","2017","Kilowatt-hours, million","1098.2","1"
"Afghanistan","From combustible fuels – Main activity","2017","Kilowatt-hours, million","160.3","1"
"Afghanistan","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","163.3","1"
"Afghanistan","Hydro – Main activity","2017","Kilowatt-hours, million","616","1"
"Afghanistan","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","8","1"
"Afghanistan","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","8","1"
"Afghanistan","Hydro – Autoproducer","2017","Kilowatt-hours, million","313.9","1"
"Afghanistan","Electricity - net production","2017","Kilowatt-hours, million","1010.1","1"
"Afghanistan","Electricity - imports","2017","Kilowatt-hours, million","4611.3",""
"Afghanistan","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","88.0999999999998","1"
"Afghanistan","Electricity - Losses","2017","Kilowatt-hours, million","710","1"
"Afghanistan","Electricity - Final energy consumption","2017","Kilowatt-hours, million","4515.4","1"
"Afghanistan","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","945","1"
"Afghanistan","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","945","1"
"Afghanistan","Electricity - Consumption by other","2017","Kilowatt-hours, million","3570.4","1"
"Afghanistan","Electricity - Consumption by households","2017","Kilowatt-hours, million","2811.8","1"
"Afghanistan","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","109.5","1"
"Afghanistan","Electricity - Consumption not elsewhere specified (other)","2017","Kilowatt-hours, million","336.3","1"
"Afghanistan","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","312.8","1"
"Afghanistan","Electricity - total production, main activity","2017","Kilowatt-hours, million","776.3","1"
"Afghanistan","Electricity - Gross demand","2017","Kilowatt-hours, million","5621.4",""
"Afghanistan","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","321.9","1"
"Albania","Electricity - Gross production","2017","Kilowatt-hours, million","4526.179",""
"Albania","Hydro – Main activity","2017","Kilowatt-hours, million","4526.179",""
"Albania","Electricity - net production","2017","Kilowatt-hours, million","4497.807","1"
"Albania","Electricity - imports","2017","Kilowatt-hours, million","2914.628",""
"Albania","Electricity - exports","2017","Kilowatt-hours, million","0",""
"Albania","Electricity - Energy industries own use","2017","Kilowatt-hours, million","178.721",""
"Albania","Electricity - Own use by oil and gas extraction","2017","Kilowatt-hours, million","52.558",""
"Albania","Electricity - Own use by oil refineries","2017","Kilowatt-hours, million","51.279",""
"Albania","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","28.3720000000003",""
"Albania","Electricity - Other energy industry own use","2017","Kilowatt-hours, million","74.884",""
"Albania","Electricity - Losses","2017","Kilowatt-hours, million","1276.047",""
"Albania","Electricity - Final energy consumption","2017","Kilowatt-hours, million","5956.465",""
"Albania","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","1254.998",""
"Albania","Electricity - Consumption by iron and steel","2017","Kilowatt-hours, million","177.929",""
"Albania","Electricity - Consumption by chemical and petrochemical","2017","Kilowatt-hours, million","90.313",""
"Albania","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","986.756",""
"Albania","Electricity - Consumption by non-ferrous metals","2017","Kilowatt-hours, million","78.642",""
"Albania","Electricity - Consumption by non-metallic minerals","2017","Kilowatt-hours, million","100",""
"Albania","Electricity - Consumption by mining and quarrying","2017","Kilowatt-hours, million","110",""
"Albania","Electricity - Consumption by food and tobacco","2017","Kilowatt-hours, million","290",""
"Albania","Electricity - Consumption by paper, pulp and print","2017","Kilowatt-hours, million","119",""
"Albania","Electricity - Consumption by wood and wood products","2017","Kilowatt-hours, million","10",""
"Albania","Electricity - Consumption by construction","2017","Kilowatt-hours, million","85",""
"Albania","Electricity - Consumption by textile and leather","2017","Kilowatt-hours, million","143.445",""
"Albania","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","50.669",""
"Albania","Electricity - Consumption by other","2017","Kilowatt-hours, million","4701.467",""
"Albania","Electricity - Consumption by households","2017","Kilowatt-hours, million","2934.535",""
"Albania","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","76.977",""
"Albania","Electricity - Consumption not elsewhere specified (other)","2017","Kilowatt-hours, million","233.095",""
"Albania","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","1456.86",""
"Albania","Electricity - total production, main activity","2017","Kilowatt-hours, million","4526.179",""
"Albania","Electricity - Gross demand","2017","Kilowatt-hours, million","7412.435","1"
"Algeria","Electricity - Gross production","2017","Kilowatt-hours, million","76018",""
"Algeria","From combustible fuels – Main activity","2017","Kilowatt-hours, million","70263",""
"Algeria","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","70263",""
"Algeria","Hydro – Main activity","2017","Kilowatt-hours, million","517","1"
"Algeria","Solar – Main activity","2017","Kilowatt-hours, million","50","1"
"Algeria","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","50","1"
"Algeria","Wind – Main activity","2017","Kilowatt-hours, million","68","1"
"Algeria","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","5120",""
"Algeria","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","5120",""
"Algeria","Electricity - net production","2017","Kilowatt-hours, million","68545",""
"Algeria","Electricity - imports","2017","Kilowatt-hours, million","537",""
"Algeria","Electricity - exports","2017","Kilowatt-hours, million","880",""
"Algeria","Electricity - Energy industries own use","2017","Kilowatt-hours, million","957",""
"Algeria","Electricity - Own use by oil and gas extraction","2017","Kilowatt-hours, million","387",""
"Algeria","Electricity - Own use by oil refineries","2017","Kilowatt-hours, million","403",""
"Algeria","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","7473",""
"Algeria","Electricity - Own use by LNG/regasification plants","2017","Kilowatt-hours, million","167",""
"Algeria","Electricity - Losses","2017","Kilowatt-hours, million","10869",""
"Algeria","Electricity - Final energy consumption","2017","Kilowatt-hours, million","56376",""
"Algeria","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","20181",""
"Algeria","Electricity - Consumption by iron and steel","2017","Kilowatt-hours, million","438",""
"Algeria","Electricity - Consumption by chemical and petrochemical","2017","Kilowatt-hours, million","1104",""
"Algeria","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","18639",""
"Algeria","Electricity - Consumption by non-metallic minerals","2017","Kilowatt-hours, million","2858","1"
"Algeria","Electricity - Consumption by food and tobacco","2017","Kilowatt-hours, million","1946",""
"Algeria","Electricity - Consumption by construction","2017","Kilowatt-hours, million","1753","1"
"Algeria","Electricity - Consumption by textile and leather","2017","Kilowatt-hours, million","376",""
"Algeria","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","11706",""
"Algeria","Electricity - Consumption by transport","2017","Kilowatt-hours, million","1069",""
"Algeria","Electricity - Consumption by rail","2017","Kilowatt-hours, million","1069",""
"Algeria","Electricity - Consumption by pipeline transport","2017","Kilowatt-hours, million","0",""
"Algeria","Electricity - Consumption by other","2017","Kilowatt-hours, million","35126",""
"Algeria","Electricity - Consumption by households","2017","Kilowatt-hours, million","21776",""
"Algeria","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","1521",""
"Algeria","Electricity - Consumption not elsewhere specified (other)","2017","Kilowatt-hours, million","11829",""
"Algeria","Electricity - total production, main activity","2017","Kilowatt-hours, million","70898",""
"Algeria","Electricity - Gross demand","2017","Kilowatt-hours, million","68202",""
"Algeria","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","5120",""
"American Samoa","Electricity - Gross production","2017","Kilowatt-hours, million","171","1"
"American Samoa","From combustible fuels – Main activity","2017","Kilowatt-hours, million","168","1"
"American Samoa","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","168","1"
"American Samoa","Solar – Main activity","2017","Kilowatt-hours, million","3","1"
"American Samoa","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","3","1"
"American Samoa","Electricity - net production","2017","Kilowatt-hours, million","165","1"
"American Samoa","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","6","1"
"American Samoa","Electricity - Losses","2017","Kilowatt-hours, million","15","1"
"American Samoa","Electricity - Final energy consumption","2017","Kilowatt-hours, million","150","1"
"American Samoa","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","32","1"
"American Samoa","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","32","1"
"American Samoa","Electricity - Consumption by other","2017","Kilowatt-hours, million","118","1"
"American Samoa","Electricity - Consumption by households","2017","Kilowatt-hours, million","46","1"
"American Samoa","Electricity - Consumption not elsewhere specified (other)","2017","Kilowatt-hours, million","32","1"
"American Samoa","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","40","1"
"American Samoa","Electricity - total production, main activity","2017","Kilowatt-hours, million","171","1"
"American Samoa","Electricity - Gross demand","2017","Kilowatt-hours, million","165","1"
"Andorra","Electricity - Gross production","2017","Kilowatt-hours, million","105.63","1"
"Andorra","From combustible fuels – Main activity","2017","Kilowatt-hours, million","17",""
"Andorra","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","17",""
"Andorra","Hydro – Main activity","2017","Kilowatt-hours, million","88.63","1"
"Andorra","Electricity - net production","2017","Kilowatt-hours, million","105.62",""
"Andorra","Electricity - imports","2017","Kilowatt-hours, million","470.13",""
"Andorra","Electricity - exports","2017","Kilowatt-hours, million","0.11",""
"Andorra","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","0.00999999999999091",""
"Andorra","Electricity - Losses","2017","Kilowatt-hours, million","67.09",""
"Andorra","Electricity - Final energy consumption","2017","Kilowatt-hours, million","490.46",""
"Andorra","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","8.01",""
"Andorra","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","8.01",""
"Andorra","Electricity - Consumption by construction","2017","Kilowatt-hours, million","3.67",""
"Andorra","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","4.34",""
"Andorra","Electricity - Consumption by other","2017","Kilowatt-hours, million","482.45",""
"Andorra","Electricity - Consumption by households","2017","Kilowatt-hours, million","100.26",""
"Andorra","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","382.19",""
"Andorra","Electricity - total production, main activity","2017","Kilowatt-hours, million","105.63","1"
"Andorra","Electricity - Gross demand","2017","Kilowatt-hours, million","575.64",""
"Angola","Electricity - Gross production","2017","Kilowatt-hours, million","10719",""
"Angola","From combustible fuels – Main activity","2017","Kilowatt-hours, million","2636",""
"Angola","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","2636",""
"Angola","Hydro – Main activity","2017","Kilowatt-hours, million","7653",""
"Angola","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","430",""
"Angola","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","430",""
"Angola","Electricity - net production","2017","Kilowatt-hours, million","10454",""
"Angola","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","265",""
"Angola","Electricity - Losses","2017","Kilowatt-hours, million","1207",""
"Angola","Electricity - Final energy consumption","2017","Kilowatt-hours, million","9247",""
"Angola","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","3117",""
"Angola","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","3117",""
"Angola","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","3117",""
"Angola","Electricity - Consumption by other","2017","Kilowatt-hours, million","6130",""
"Angola","Electricity - Consumption by households","2017","Kilowatt-hours, million","6130",""
"Angola","Electricity - total production, main activity","2017","Kilowatt-hours, million","10289",""
"Angola","Electricity - Gross demand","2017","Kilowatt-hours, million","10454",""
"Angola","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","430",""
"Anguilla","Electricity - Gross production","2017","Kilowatt-hours, million","79.9",""
"Anguilla","From combustible fuels – Main activity","2017","Kilowatt-hours, million","79.6",""
"Anguilla","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","79.6",""
"Anguilla","Solar – Main activity","2017","Kilowatt-hours, million","0.3","1"
"Anguilla","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","0.3","1"
"Anguilla","Electricity - net production","2017","Kilowatt-hours, million","77.3","1"
"Anguilla","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","2.6",""
"Anguilla","Electricity - Losses","2017","Kilowatt-hours, million","9","1"
"Anguilla","Electricity - Final energy consumption","2017","Kilowatt-hours, million","68.3","1"
"Anguilla","Electricity - Consumption by other","2017","Kilowatt-hours, million","68.3","1"
"Anguilla","Electricity - Consumption by households","2017","Kilowatt-hours, million","20.9","1"
"Anguilla","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","47.4","1"
"Anguilla","Electricity - total production, main activity","2017","Kilowatt-hours, million","79.9",""
"Anguilla","Electricity - Gross demand","2017","Kilowatt-hours, million","77.3","1"
"Antigua and Barbuda","Electricity - Gross production","2017","Kilowatt-hours, million","353","1"
"Antigua and Barbuda","From combustible fuels – Main activity","2017","Kilowatt-hours, million","343","1"
"Antigua and Barbuda","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","343","1"
"Antigua and Barbuda","Solar – Main activity","2017","Kilowatt-hours, million","9",""
"Antigua and Barbuda","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","9",""
"Antigua and Barbuda","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","1","1"
"Antigua and Barbuda","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","1","1"
"Antigua and Barbuda","Electricity - net production","2017","Kilowatt-hours, million","345","1"
"Antigua and Barbuda","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","8","1"
"Antigua and Barbuda","Electricity - Losses","2017","Kilowatt-hours, million","90","1"
"Antigua and Barbuda","Electricity - Final energy consumption","2017","Kilowatt-hours, million","255","1"
"Antigua and Barbuda","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","12","1"
"Antigua and Barbuda","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","12","1"
"Antigua and Barbuda","Electricity - Consumption by other","2017","Kilowatt-hours, million","243","1"
"Antigua and Barbuda","Electricity - Consumption by households","2017","Kilowatt-hours, million","103","1"
"Antigua and Barbuda","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","140","1"
"Antigua and Barbuda","Electricity - total production, main activity","2017","Kilowatt-hours, million","352","1"
"Antigua and Barbuda","Electricity - Gross demand","2017","Kilowatt-hours, million","345","1"
"Antigua and Barbuda","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","1","1"
"Argentina","Electricity - Gross production","2017","Kilowatt-hours, million","145618",""
"Argentina","From combustible fuels – Main activity","2017","Kilowatt-hours, million","82559",""
"Argentina","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","82559",""
"Argentina","Hydro – Main activity","2017","Kilowatt-hours, million","41599",""
"Argentina","Nuclear – Main activity","2017","Kilowatt-hours, million","6088",""
"Argentina","Nuclear – Main activity – Electricity plants","2017","Kilowatt-hours, million","6088",""
"Argentina","Of which: Pumped hydro – Main activity","2017","Kilowatt-hours, million","401",""
"Argentina","Solar – Main activity","2017","Kilowatt-hours, million","16",""
"Argentina","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","16",""
"Argentina","Wind – Main activity","2017","Kilowatt-hours, million","612",""
"Argentina","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","14698",""
"Argentina","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","14698",""
"Argentina","Hydro – Autoproducer","2017","Kilowatt-hours, million","46",""
"Argentina","Electricity - net production","2017","Kilowatt-hours, million","141922",""
"Argentina","Electricity - imports","2017","Kilowatt-hours, million","10529",""
"Argentina","Electricity - exports","2017","Kilowatt-hours, million","69",""
"Argentina","Electricity - Own use by pump-storage plants","2017","Kilowatt-hours, million","401",""
"Argentina","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","3696",""
"Argentina","Electricity - Losses","2017","Kilowatt-hours, million","22981",""
"Argentina","Electricity - Final energy consumption","2017","Kilowatt-hours, million","129001",""
"Argentina","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","50374",""
"Argentina","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","50374",""
"Argentina","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","50374",""
"Argentina","Electricity - Consumption by transport","2017","Kilowatt-hours, million","660",""
"Argentina","Electricity - Consumption by rail","2017","Kilowatt-hours, million","660",""
"Argentina","Electricity - Consumption by other","2017","Kilowatt-hours, million","77967",""
"Argentina","Electricity - Consumption by households","2017","Kilowatt-hours, million","44770",""
"Argentina","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","941",""
"Argentina","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","32256",""
"Argentina","Electricity - total production, main activity","2017","Kilowatt-hours, million","130874",""
"Argentina","Electricity - Gross demand","2017","Kilowatt-hours, million","151981",""
"Argentina","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","14744",""
"Armenia","Electricity - Gross production","2017","Kilowatt-hours, million","7765.5",""
"Armenia","From combustible fuels – Main activity","2017","Kilowatt-hours, million","2871.7",""
"Armenia","From combustible fuels – Main activity – CHP plants","2017","Kilowatt-hours, million","18.6",""
"Armenia","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","2853.1",""
"Armenia","Hydro – Main activity","2017","Kilowatt-hours, million","2269",""
"Armenia","Nuclear – Main activity","2017","Kilowatt-hours, million","2620",""
"Armenia","Nuclear – Main activity – Electricity plants","2017","Kilowatt-hours, million","2620",""
"Armenia","Solar – Main activity","2017","Kilowatt-hours, million","2.7",""
"Armenia","Wind – Main activity","2017","Kilowatt-hours, million","2.1",""
"Armenia","Electricity - net production","2017","Kilowatt-hours, million","7411",""
"Armenia","Electricity - imports","2017","Kilowatt-hours, million","319.5",""
"Armenia","Electricity - exports","2017","Kilowatt-hours, million","1439.6",""
"Armenia","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","354.5",""
"Armenia","Electricity - Losses","2017","Kilowatt-hours, million","668.5",""
"Armenia","Electricity - Final energy consumption","2017","Kilowatt-hours, million","5631.9",""
"Armenia","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","1654.7",""
"Armenia","Electricity - Consumption by iron and steel","2017","Kilowatt-hours, million","71.2",""
"Armenia","Electricity - Consumption by chemical and petrochemical","2017","Kilowatt-hours, million","13.3",""
"Armenia","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","1570.2",""
"Armenia","Electricity - Consumption by non-ferrous metals","2017","Kilowatt-hours, million","245.8",""
"Armenia","Electricity - Consumption by non-metallic minerals","2017","Kilowatt-hours, million","136.2",""
"Armenia","Electricity - Consumption by machinery","2017","Kilowatt-hours, million","20.1",""
"Armenia","Electricity - Consumption by mining and quarrying","2017","Kilowatt-hours, million","796.6",""
"Armenia","Electricity - Consumption by food and tobacco","2017","Kilowatt-hours, million","258.9",""
"Armenia","Electricity - Consumption by paper, pulp and print","2017","Kilowatt-hours, million","20.7",""
"Armenia","Electricity - Consumption by wood and wood products","2017","Kilowatt-hours, million","1.1",""
"Armenia","Electricity - Consumption by construction","2017","Kilowatt-hours, million","31.3",""
"Armenia","Electricity - Consumption by textile and leather","2017","Kilowatt-hours, million","12.4",""
"Armenia","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","47.1",""
"Armenia","Electricity - Consumption by transport","2017","Kilowatt-hours, million","101.7",""
"Armenia","Electricity - Consumption by road","2017","Kilowatt-hours, million","6",""
"Armenia","Electricity - Consumption by rail","2017","Kilowatt-hours, million","67",""
"Armenia","Electricity - Consumption not elsewhere specified (transport)","2017","Kilowatt-hours, million","28.7",""
"Armenia","Electricity - Consumption by other","2017","Kilowatt-hours, million","3875.5",""
"Armenia","Electricity - Consumption by households","2017","Kilowatt-hours, million","1916.4",""
"Armenia","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","158.4",""
"Armenia","Electricity - Consumption not elsewhere specified (other)","2017","Kilowatt-hours, million","803.2",""
"Armenia","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","997.5",""
"Armenia","Electricity - total production, main activity","2017","Kilowatt-hours, million","7765.5",""
"Armenia","Electricity - Gross demand","2017","Kilowatt-hours, million","6290.9",""
"Aruba","Electricity - Gross production","2017","Kilowatt-hours, million","978.4","1"
"Aruba","From combustible fuels – Main activity","2017","Kilowatt-hours, million","840","1"
"Aruba","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","840","1"
"Aruba","Wind – Main activity","2017","Kilowatt-hours, million","138.4","1"
"Aruba","Electricity - net production","2017","Kilowatt-hours, million","978.4","1"
"Aruba","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","0","1"
"Aruba","Electricity - Losses","2017","Kilowatt-hours, million","165","1"
"Aruba","Electricity - Final energy consumption","2017","Kilowatt-hours, million","813.4","1"
"Aruba","Electricity - Consumption by other","2017","Kilowatt-hours, million","813.4","1"
"Aruba","Electricity - Consumption by households","2017","Kilowatt-hours, million","298.4","1"
"Aruba","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","515","1"
"Aruba","Electricity - total production, main activity","2017","Kilowatt-hours, million","978.4","1"
"Aruba","Electricity - Gross demand","2017","Kilowatt-hours, million","978.4","1"
"Australia","Electricity - Gross production","2017","Kilowatt-hours, million","258018",""
"Australia","From combustible fuels – Main activity","2017","Kilowatt-hours, million","200100",""
"Australia","From combustible fuels – Main activity – CHP plants","2017","Kilowatt-hours, million","4898",""
"Australia","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","195202",""
"Australia","Geothermal – Main activity","2017","Kilowatt-hours, million","1",""
"Australia","Geothermal – Main activity – Electricity plants","2017","Kilowatt-hours, million","1",""
"Australia","Hydro – Main activity","2017","Kilowatt-hours, million","16285",""
"Australia","Of which: Pumped hydro – Main activity","2017","Kilowatt-hours, million","248",""
"Australia","Solar – Main activity","2017","Kilowatt-hours, million","641",""
"Australia","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","639",""
"Australia","Solar thermal – Main activity","2017","Kilowatt-hours, million","2",""
"Australia","Wind – Main activity","2017","Kilowatt-hours, million","12597",""
"Australia","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","20962",""
"Australia","From combustible fuels – Autoproducer – CHP plants","2017","Kilowatt-hours, million","9649",""
"Australia","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","11313",""
"Australia","Solar – Autoproducer","2017","Kilowatt-hours, million","7432",""
"Australia","Solar photovoltaic – Autoproducer","2017","Kilowatt-hours, million","7432",""
"Australia","Electricity - net production","2017","Kilowatt-hours, million","243774",""
"Australia","Electricity - Energy industries own use","2017","Kilowatt-hours, million","18765",""
"Australia","Electricity - Own use by coal mines","2017","Kilowatt-hours, million","6432",""
"Australia","Electricity - Own use by oil and gas extraction","2017","Kilowatt-hours, million","6810",""
"Australia","Electricity - Own use by coke ovens","2017","Kilowatt-hours, million","139",""
"Australia","Electricity - Own use by gas works","2017","Kilowatt-hours, million","56",""
"Australia","Electricity - Own use by blast furnaces","2017","Kilowatt-hours, million","139",""
"Australia","Electricity - Own use by oil refineries","2017","Kilowatt-hours, million","946",""
"Australia","Electricity - Own use by pump-storage plants","2017","Kilowatt-hours, million","422",""
"Australia","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","14244",""
"Australia","Electricity - Other energy industry own use","2017","Kilowatt-hours, million","274",""
"Australia","Electricity - Own use by LNG/regasification plants","2017","Kilowatt-hours, million","3969",""
"Australia","Electricity - Losses","2017","Kilowatt-hours, million","13908",""
"Australia","Electricity - Final energy consumption","2017","Kilowatt-hours, million","210677",""
"Australia","Electricity - Consumption by manufacturing, construction and non-fuel industry","2017","Kilowatt-hours, million","75096",""
"Australia","Electricity - Consumption by iron and steel","2017","Kilowatt-hours, million","3416",""
"Australia","Electricity - Consumption by chemical and petrochemical","2017","Kilowatt-hours, million","4035",""
"Australia","Electricity - Consumption by other manuf., const. and non-fuel ind.","2017","Kilowatt-hours, million","67645",""
"Australia","Electricity - Consumption by non-ferrous metals","2017","Kilowatt-hours, million","32068",""
"Australia","Electricity - Consumption by non-metallic minerals","2017","Kilowatt-hours, million","4602",""
"Australia","Electricity - Consumption by machinery","2017","Kilowatt-hours, million","870",""
"Australia","Electricity - Consumption by mining and quarrying","2017","Kilowatt-hours, million","18756",""
"Australia","Electricity - Consumption by food and tobacco","2017","Kilowatt-hours, million","5842",""
"Australia","Electricity - Consumption by paper, pulp and print","2017","Kilowatt-hours, million","4006",""
"Australia","Electricity - Consumption by wood and wood products","2017","Kilowatt-hours, million","754",""
"Australia","Electricity - Consumption by construction","2017","Kilowatt-hours, million","230",""
"Australia","Electricity - Consumption by textile and leather","2017","Kilowatt-hours, million","503",""
"Australia","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","14",""
"Australia","Electricity - Consumption by transport","2017","Kilowatt-hours, million","5871",""
"Australia","Electricity - Consumption by rail","2017","Kilowatt-hours, million","3248",""
"Australia","Electricity - Consumption not elsewhere specified (transport)","2017","Kilowatt-hours, million","2594",""
"Australia","Electricity - Consumption by pipeline transport","2017","Kilowatt-hours, million","29",""
"Australia","Electricity - Consumption by other","2017","Kilowatt-hours, million","129710",""
"Australia","Electricity - Consumption by households","2017","Kilowatt-hours, million","59226",""
"Australia","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","1972",""
"Australia","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","68512",""
"Australia","Electricity - total production, main activity","2017","Kilowatt-hours, million","229624",""
"Australia","Electricity - Gross demand","2017","Kilowatt-hours, million","243352",""
"Australia","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","28394",""
"Austria","Electricity - Gross production","2017","Kilowatt-hours, million","71323",""
"Austria","From combustible fuels – Main activity","2017","Kilowatt-hours, million","13493",""
"Austria","From combustible fuels – Main activity – CHP plants","2017","Kilowatt-hours, million","5605",""
"Austria","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","7888",""
"Austria","Hydro – Main activity","2017","Kilowatt-hours, million","41773",""
"Austria","Of which: Pumped hydro – Main activity","2017","Kilowatt-hours, million","3882",""
"Austria","Solar – Main activity","2017","Kilowatt-hours, million","1269",""
"Austria","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","1269",""
"Austria","Wind – Main activity","2017","Kilowatt-hours, million","6574",""
"Austria","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","7723",""
"Austria","From combustible fuels – Autoproducer – CHP plants","2017","Kilowatt-hours, million","4572",""
"Austria","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","3151",""
"Austria","From chemical heat – Autoproducer","2017","Kilowatt-hours, million","13",""
"Austria","From chemical heat – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","13",""
